date,vacancies,daten,unemp,emp,st_unemp,mdate,frate,srate,avg_frate,avg_srate,q_frate,q_srate,tightness
1969-06-01,,01jun1969,2816,77880,1664,1969m6,.58025569,.030496605,,,,,
1969-07-01,,01jul1969,2868,77959,1686,1969m7,.57496512,.02947046,,,,,
1969-08-01,,01aug1969,2856,78250,1637,1969m8,.52836132,.029403662,,,,,
1969-09-01,,01sep1969,3040,78250,1693,1969m9,.59375,.032970112,,,,,
1969-10-01,,01oct1969,3049,78445,1814,1969m10,.58150214,.028398352,,,,,
1969-11-01,,01nov1969,2856,78541,1580,1969m11,.54516804,.027742781,,,,,
1969-12-01,,01dec1969,2884,78740,1585,1969m12,.51421636,.030771703,,,,,
1970-01-01,,01jan1970,3201,78780,1800,1970m1,.53045923,.033687361,,,,,
1970-02-01,,01feb1970,3453,78698,1950,1970m2,.52012742,.033967867,,,,,
1970-03-01,,01mar1970,3635,78863,1978,1970m3,.54387897,.037253752,,,,,
1970-04-01,,01apr1970,3797,78930,2139,1970m4,.52330786,.036188826,,,,,
1970-05-01,,01may1970,3919,78564,2109,1970m5,.49706557,.035570148,,,,,
1970-06-01,,01jun1970,4071,78413,2100,1970m6,.49815771,.036208022,,,,,
1970-07-01,,01jul1970,4175,78726,2132,1970m7,.50323355,.037035014,,,,,
1970-08-01,,01aug1970,4256,78624,2182,1970m8,.47814849,.037357699,,,,,
1970-09-01,,01sep1970,4456,78498,2235,1970m9,.50516158,.040667512,,,,,
1970-10-01,,01oct1970,4591,78685,2386,1970m10,.44238728,.038152505,,,,,
1970-11-01,,01nov1970,4898,78650,2338,1970m11,.44732544,.038798586,,,,,
1970-12-01,,01dec1970,5076,78594,2369,1970m12,.47123718,.038318262,,,,,
1971-01-01,,01jan1971,4986,78864,2302,1971m1,.45346972,.035714999,,,,,
1971-02-01,,01feb1971,4903,78700,2178,1971m2,.42015094,.034487717,,,,,
1971-03-01,,01mar1971,4987,78588,2144,1971m3,.4479647,.036172427,,,,,
1971-04-01,,01apr1971,4959,78987,2206,1971m4,.44202459,.036226287,,,,,
1971-05-01,,01may1971,4996,79139,2229,1971m5,.44575661,.035446789,,,,,
1971-06-01,,01jun1971,4949,78757,2180,1971m6,.42917761,.03572778,,,,,
1971-07-01,,01jul1971,5035,79305,2210,1971m7,.44448858,.037889156,,,,,
1971-08-01,,01aug1971,5134,79539,2337,1971m8,.46610829,.03772001,,,,,
1971-09-01,,01sep1971,5042,79689,2301,1971m9,.45815152,.036168791,,,,,
1971-10-01,,01oct1971,4954,79918,2222,1971m10,.42329431,.036569349,,,,,
1971-11-01,,01nov1971,5161,80297,2304,1971m11,.4508816,.037302166,,,,,
1971-12-01,,01dec1971,5154,80471,2320,1971m12,.47710517,.037927728,,,,,
1972-01-01,,01jan1972,5019,80959,2324,1972m1,.4387328,.03340226,,,,,
1972-02-01,,01feb1972,4928,81108,2111,1972m2,.44500813,.036520112,,,,,
1972-03-01,,01mar1972,5038,81573,2303,1972m3,.45811829,.035443988,,,,,
1972-04-01,,01apr1972,4959,81655,2229,1972m4,.44948578,.034626771,,,,,
1972-05-01,,01may1972,4922,81887,2192,1972m5,.46281999,.036210511,,,,,
1972-06-01,,01jun1972,4923,82083,2279,1972m6,.4586634,.035536576,,,,,
1972-07-01,,01jul1972,4913,82230,2248,1972m7,.45980054,.036083523,,,,,
1972-08-01,,01aug1972,4939,82578,2285,1972m8,.49463454,.037856948,,,,,
1972-09-01,,01sep1972,4849,82543,2353,1972m9,.4794803,.037463669,,,,,
1972-10-01,,01oct1972,4875,82616,2351,1972m10,.50543588,.035488993,,,,,
1972-11-01,,01nov1972,4602,82990,2191,1972m11,.44806606,.031103693,,,,,
1972-12-01,,01dec1972,4543,83400,2003,1972m12,.49570769,.032441143,,,,,
1973-01-01,,01jan1973,4326,83161,2035,1973m1,.49306518,.036052223,,,,,
1973-02-01,,01feb1973,4452,83912,2259,1973m2,.49281222,.033778455,,,,,
1973-03-01,,01mar1973,4394,84452,2136,1973m3,.49954483,.035670195,,,,,
1973-04-01,,01apr1973,4459,84559,2260,1973m4,.52769679,.035711851,,,,,
1973-05-01,,01may1973,4329,84648,2223,1973m5,.52852851,.037284099,,,,,
1973-06-01,,01jun1973,4363,85185,2322,1973m6,.53380704,.036365777,,,,,
1973-07-01,,01jul1973,4305,85299,2271,1973m7,.53193963,.036574434,,,,,
1973-08-01,,01aug1973,4305,85204,2290,1973m8,.50313586,.034671798,,,,,
1973-09-01,,01sep1973,4350,85488,2211,1973m9,.52160919,.032646362,,,,,
1973-10-01,,01oct1973,4144,85987,2063,1973m10,.49131274,.035273943,,,,,
1973-11-01,,01nov1973,4396,86320,2288,1973m11,.50932664,.036246378,,,,,
1973-12-01,,01dec1973,4489,86401,2332,1973m12,.5001114,.037039358,,,,,
1974-01-01,,01jan1974,4644,86555,2400,1974m1,.50495261,.037587762,,,,,
1974-02-01,,01feb1974,4731,86754,2432,1974m2,.53054321,.037856545,,,,,
1974-03-01,,01mar1974,4634,86819,2413,1974m3,.50776869,.036077611,,,,,
1974-04-01,,01apr1974,4618,86669,2337,1974m4,.51320916,.038134802,,,,,
1974-05-01,,01may1974,4705,86891,2457,1974m5,.48352817,.037900016,,,,,
1974-06-01,,01jun1974,4927,86941,2497,1974m6,.48508221,.038357444,,,,,
1974-07-01,,01jul1974,5063,87149,2526,1974m7,.52340508,.040549014,,,,,
1974-08-01,,01aug1974,5022,87037,2609,1974m8,.45957786,.040619444,,,,,
1974-09-01,,01sep1974,5437,87051,2723,1974m9,.48501012,.041294683,,,,,
1974-10-01,,01oct1974,5523,86995,2723,1974m10,.44088358,.045003023,,,,,
1974-11-01,,01nov1974,6140,86626,3052,1974m11,.4281759,.0459016,,,,,
1974-12-01,,01dec1974,6636,86144,3125,1974m12,.36588305,.046785746,,,,,
1975-01-01,,01jan1975,7501,85627,3293,1975m1,.39034796,.042762924,,,,,
1975-02-01,,01feb1975,7520,85256,2947,1975m2,.36369681,.045776248,,,,,
1975-03-01,,01mar1975,7978,85187,3193,1975m3,.33629984,.041135821,,,,,
1975-04-01,,01apr1975,8210,85189,2915,1975m4,.34445798,.043266173,,,,,
1975-05-01,,01may1975,8433,85451,3051,1975m5,.36582473,.041133784,,,,,
1975-06-01,,01jun1975,8220,85355,2872,1975m6,.36192214,.041224983,,,,,
1975-07-01,,01jul1975,8127,85894,2882,1975m7,.37000123,.040112246,,,,,
1975-08-01,,01aug1975,7928,86234,2808,1975m8,.36364782,.040791105,,,,,
1975-09-01,,01sep1975,7923,86279,2878,1975m9,.37712988,.04230836,,,,,
1975-10-01,,01oct1975,7897,86370,2962,1975m10,.35722426,.038312301,,,,,
1975-11-01,,01nov1975,7794,86456,2718,1975m11,.36079034,.038978402,,,,,
1975-12-01,,01dec1975,7744,86665,2762,1975m12,.38210228,.03921118,,,,,
1976-01-01,,01jan1976,7534,87400,2749,1976m1,.39912397,.040009558,,,,,
1976-02-01,,01feb1976,7326,87672,2799,1976m2,.37182638,.036820844,,,,,
1976-03-01,,01mar1976,7230,87985,2628,1976m3,.39253113,.041546129,,,,,
1976-04-01,,01apr1976,7330,88416,2938,1976m4,.4190996,.039992306,,,,,
1976-05-01,,01may1976,7053,88794,2795,1976m5,.3570112,.038207509,,,,,
1976-06-01,,01jun1976,7322,88563,2787,1976m6,.38199946,.041383166,,,,,
1976-07-01,,01jul1976,7490,89093,2965,1976m7,.38251001,.040150709,,,,,
1976-08-01,,01aug1976,7518,89223,2893,1976m8,.40542698,.040907387,,,,,
1976-09-01,,01sep1976,7380,89173,2910,1976m9,.39227644,.041083794,,,,,
1976-10-01,,01oct1976,7430,89274,2945,1976m10,.35477793,.038481556,,,,,
1976-11-01,,01nov1976,7620,89634,2826,1976m11,.39317584,.040562101,,,,,
1976-12-01,,01dec1976,7545,89803,2921,1976m12,.41868788,.040758677,,,,,
1977-01-01,,01jan1977,7280,89928,2894,1977m1,.39175823,.041693758,,,,,
1977-02-01,,01feb1977,7443,90342,3015,1977m2,.42039502,.041946769,,,,,
1977-03-01,,01mar1977,7307,90808,2993,1977m3,.44655809,.042746264,,,,,
1977-04-01,,01apr1977,7059,91271,3015,1977m4,.41110638,.037980992,,,,,
1977-05-01,,01may1977,6911,91754,2754,1977m5,.42179134,.043340459,,,,,
1977-06-01,,01jun1977,7134,91959,3138,1977m6,.44350997,.039948784,,,,,
1977-07-01,,01jul1977,6829,92084,2859,1977m7,.41001612,.039559577,,,,,
1977-08-01,,01aug1977,6925,92441,2896,1977m8,.44144404,.040020969,,,,,
1977-09-01,,01sep1977,6751,92702,2883,1977m9,.42527032,.0394984,,,,,
1977-10-01,,01oct1977,6763,93052,2883,1977m10,.4246636,.03989407,,,,,
1977-11-01,,01nov1977,6815,93761,2924,1977m11,.46338958,.037883274,,,,,
1977-12-01,,01dec1977,6386,94105,2729,1977m12,.4260883,.038133059,,,,,
1978-01-01,,01jan1978,6489,94384,2824,1978m1,.45230389,.037842862,,,,,
1978-02-01,,01feb1978,6318,94519,2764,1978m2,.45140868,.039229002,,,,,
1978-03-01,,01mar1978,6337,94755,2871,1978m3,.45873442,.037660237,,,,,
1978-04-01,,01apr1978,6180,95394,2750,1978m4,.47297734,.039404456,,,,,
1978-05-01,,01may1978,6127,95769,2870,1978m5,.47119308,.038084228,,,,,
1978-06-01,,01jun1978,6028,96343,2788,1978m6,.46250829,.041437536,,,,,
1978-07-01,,01jul1978,6309,96090,3069,1978m7,.489301,.039376408,,,,,
1978-08-01,,01aug1978,6080,96431,2858,1978m8,.4763158,.040032562,,,,,
1978-09-01,,01sep1978,6125,96670,2941,1978m9,.48391837,.038018659,,,,,
1978-10-01,,01oct1978,5947,97133,2786,1978m10,.46628553,.038973168,,,,,
1978-11-01,,01nov1978,6077,97485,2903,1978m11,.46519664,.039807431,,,,,
1978-12-01,,01dec1978,6228,97581,2978,1978m12,.46724471,.037320867,,,,,
1979-01-01,,01jan1979,6109,97948,2791,1979m1,.4640694,.038539942,,,,,
1979-02-01,,01feb1979,6173,98329,2899,1979m2,.47092175,.037817735,,,,,
1979-03-01,,01mar1979,6109,98480,2843,1979m3,.48747748,.039448626,,,,,
1979-04-01,,01apr1979,6069,98103,2938,1979m4,.49464491,.037554208,,,,,
1979-05-01,,01may1979,5840,98331,2773,1979m5,.48424658,.039544959,,,,,
1979-06-01,,01jun1979,5959,98679,2947,1979m6,.4787716,.03850425,,,,,
1979-07-01,,01jul1979,5996,99006,2890,1979m7,.49566376,.044259936,,,,,
1979-08-01,,01aug1979,6320,98776,3296,1979m8,.48670885,.039417475,,,,,
1979-09-01,,01sep1979,6190,99340,2946,1979m9,.47382876,.040089745,,,,,
1979-10-01,,01oct1979,6296,99404,3039,1979m10,.49047014,.040385649,,,,,
1979-11-01,,01nov1979,6238,99574,3030,1979m11,.4690606,.039529849,,,,,
1979-12-01,,01dec1979,6325,99933,3013,1979m12,.45169961,.041557252,,,,,
1980-01-01,,01jan1980,6683,99879,3215,1980m1,.46610802,.040912878,,,,,
1980-02-01,,01feb1980,6702,99995,3134,1980m2,.45807222,.040172502,,,,,
1980-03-01,,01mar1980,6729,99713,3097,1980m3,.4079358,.04250722,,,,,
1980-04-01,,01apr1980,7358,99233,3374,1980m4,.42511553,.048041821,,,,,
1980-05-01,,01may1980,7984,98945,3754,1980m5,.41270041,.043411445,,,,,
1980-06-01,,01jun1980,8098,98682,3409,1980m6,.39429489,.043646682,,,,,
1980-07-01,,01jul1980,8363,98796,3458,1980m7,.41815138,.043703519,,,,,
1980-08-01,,01aug1980,8281,98824,3415,1980m8,.41178602,.040139236,,,,,
1980-09-01,,01sep1980,8021,99077,3150,1980m9,.3950879,.040701874,,,,,
1980-10-01,,01oct1980,8088,99317,3236,1980m10,.39700791,.03952153,,,,,
1980-11-01,,01nov1980,8023,99545,3146,1980m11,.4240309,.039482445,,,,,
1980-12-01,,01dec1980,7718,99634,3097,1980m12,.3841669,.041219462,,,,,
1981-01-01,,01jan1981,8071,99955,3318,1981m1,.40973857,.041357726,,,,,
1981-02-01,,01feb1981,8051,100191,3287,1981m2,.42193517,.042097837,,,,,
1981-03-01,,01mar1981,7982,100571,3328,1981m3,.41317967,.039915256,,,,,
1981-04-01,,01apr1981,7869,101056,3185,1981m4,.39445928,.042021696,,,,,
1981-05-01,,01may1981,8174,101048,3409,1981m5,.41791046,.041784737,,,,,
1981-06-01,,01jun1981,8098,100298,3340,1981m6,.43739194,.042200916,,,,,
1981-07-01,,01jul1981,7863,100693,3307,1981m7,.40022892,.041220281,,,,,
1981-08-01,,01aug1981,8036,100689,3320,1981m8,.41052762,.043650936,,,,,
1981-09-01,,01sep1981,8230,100064,3493,1981m9,.39368165,.045491129,,,,,
1981-10-01,,01oct1981,8646,100378,3656,1981m10,.39659959,.04736989,,,,,
1981-11-01,,01nov1981,9029,100207,3812,1981m11,.41100898,.049601823,,,,,
1981-12-01,,01dec1981,9267,99645,3949,1981m12,.40940973,.049515955,,,,,
1982-01-01,,01jan1982,9397,99692,3924,1982m1,.37245929,.046939101,,,,,
1982-02-01,,01feb1982,9705,99762,3808,1982m2,.38186502,.048269082,,,,,
1982-03-01,,01mar1982,9895,99672,3896,1982m3,.36402223,.048460338,,,,,
1982-04-01,,01apr1982,10244,99576,3951,1982m4,.37036315,.047882356,,,,,
1982-05-01,,01may1982,10335,100116,3885,1982m5,.32926947,.04311673,,,,,
1982-06-01,,01jun1982,10538,99543,3606,1982m6,.34332889,.047650229,,,,,
1982-07-01,,01jul1982,10849,99493,3929,1982m7,.35606968,.047627911,,,,,
1982-08-01,,01aug1982,10881,99633,3895,1982m8,.33360904,.047775209,,,,,
1982-09-01,,01sep1982,11217,99504,3966,1982m9,.31746456,.046267148,,,,,
1982-10-01,,01oct1982,11529,99215,3873,1982m10,.30922022,.047379829,,,,,
1982-11-01,,01nov1982,11938,99112,3974,1982m11,.3204892,.047326777,,,,,
1982-12-01,,01dec1982,12051,99032,3939,1982m12,.34611237,.044618707,,,,,
1983-01-01,,01jan1983,11534,99161,3654,1983m1,.32131091,.044659246,,,,,
1983-02-01,,01feb1983,11545,99089,3717,1983m2,.31520137,.041953932,,,,,
1983-03-01,,01mar1983,11408,99179,3502,1983m3,.32249299,.042542841,,,,,
1983-04-01,,01apr1983,11268,99560,3539,1983m4,.32348242,.042309191,,,,,
1983-05-01,,01may1983,11154,99642,3531,1983m5,.32221624,.044096783,,,,,
1983-06-01,,01jun1983,11246,100633,3686,1983m6,.36964253,.042165503,,,,,
1983-07-01,,01jul1983,10548,101208,3459,1983m7,.33722034,.043164458,,,,,
1983-08-01,,01aug1983,10623,101608,3632,1983m8,.38680223,.045975383,,,,,
1983-09-01,,01sep1983,10282,102016,3768,1983m9,.37794203,.042193465,,,,,
1983-10-01,,01oct1983,9887,102039,3491,1983m10,.37776878,.040439591,,,,,
1983-11-01,,01nov1983,9499,102729,3347,1983m11,.38140857,.041557342,,,,,
1983-12-01,,01dec1983,9331,102996,3455,1983m12,.38924018,.039891064,,,,,
1984-01-01,,01jan1984,9008,103201,3309,1984m1,.39342806,.040132731,,,,,
1984-02-01,,01feb1984,8791,103824,3327,1984m2,.38448414,.039766453,,,,,
1984-03-01,,01mar1984,8746,103967,3335,1984m3,.38257489,.039986003,,,,,
1984-04-01,,01apr1984,8762,104336,3362,1984m4,.39637068,.037856448,,,,,
1984-05-01,,01may1984,8456,105193,3167,1984m5,.41284296,.039063759,,,,,
1984-06-01,,01jun1984,8226,105591,3261,1984m6,.37454411,.039526079,,,,,
1984-07-01,,01jul1984,8537,105435,3392,1984m7,.41993675,.042822678,,,,,
1984-08-01,,01aug1984,8519,105163,3567,1984m8,.4081465,.039724238,,,,,
1984-09-01,,01sep1984,8367,105490,3325,1984m9,.40743396,.040750049,,,,,
1984-10-01,,01oct1984,8381,105638,3423,1984m10,.42656007,.040814597,,,,,
1984-11-01,,01nov1984,8198,105972,3392,1984m11,.3916809,.039557185,,,,,
1984-12-01,,01dec1984,8358,106223,3371,1984m12,.43096435,.044003733,,,,,
1985-01-01,,01jan1985,8423,106302,3667,1985m1,.42419565,.041442018,,,,,
1985-02-01,,01feb1985,8321,106555,3471,1985m2,.42074269,.041823708,,,,,
1985-03-01,,01mar1985,8339,106989,3519,1985m3,.41287923,.041212108,,,,,
1985-04-01,,01apr1985,8395,106936,3499,1985m4,.42835021,.041686017,,,,,
1985-05-01,,01may1985,8302,106932,3503,1985m5,.40713081,.041543208,,,,,
1985-06-01,,01jun1985,8460,106505,3538,1985m6,.413948,.042090315,,,,,
1985-07-01,,01jul1985,8513,106807,3555,1985m7,.44120756,.041311804,,,,,
1985-08-01,,01aug1985,8196,107095,3439,1985m8,.41996095,.04129675,,,,,
1985-09-01,,01sep1985,8248,107657,3494,1985m9,.40906885,.039982513,,,,,
1985-10-01,,01oct1985,8298,107847,3424,1985m10,.43781635,.041109513,,,,,
1985-11-01,,01nov1985,8128,108007,3463,1985m11,.41621554,.039670337,,,,,
1985-12-01,,01dec1985,8138,108216,3393,1985m12,.45170805,.039785147,,,,,
1986-01-01,,01jan1986,7795,108887,3333,1986m1,.37318793,.03969771,,,,,
1986-02-01,,01feb1986,8402,108480,3516,1986m2,.42358962,.04140133,,,,,
1986-03-01,,01mar1986,8383,108837,3540,1986m3,.43146846,.042152304,,,,,
1986-04-01,,01apr1986,8364,108952,3598,1986m4,.41977522,.041656829,,,,,
1986-05-01,,01may1986,8439,109089,3586,1986m5,.40526128,.040110722,,,,,
1986-06-01,,01jun1986,8508,109576,3489,1986m6,.42724493,.039991595,,,,,
1986-07-01,,01jul1986,8319,109810,3446,1986m7,.43550909,.040035684,,,,,
1986-08-01,,01aug1986,8135,110015,3439,1986m8,.39704978,.038616702,,,,,
1986-09-01,,01sep1986,8310,110085,3405,1986m9,.41913357,.039257672,,,,,
1986-10-01,,01oct1986,8243,110273,3416,1986m10,.41574669,.038271241,,,,,
1986-11-01,,01nov1986,8159,110475,3343,1986m11,.43792132,.03821044,,,,,
1986-12-01,,01dec1986,7883,110728,3297,1986m12,.42889762,.03897335,,,,,
1987-01-01,,01jan1987,7892,110953,3390,1987m1,.4244805,.038018722,,,,,
1987-02-01,,01feb1987,7865,111257,3323,1987m2,.43089637,.038791627,,,,,
1987-03-01,,01mar1987,7862,111408,3386,1987m3,.44288984,.03645492,,,,,
1987-04-01,,01apr1987,7542,111794,3162,1987m4,.43529567,.037902053,,,,,
1987-05-01,,01may1987,7574,112434,3315,1987m5,.44137841,.03614429,,,,,
1987-06-01,,01jun1987,7398,112246,3167,1987m6,.45241958,.037038803,,,,,
1987-07-01,,01jul1987,7268,112634,3217,1987m7,.44001099,.036321666,,,,,
1987-08-01,,01aug1987,7261,113057,3191,1987m8,.46591377,.037177294,,,,,
1987-09-01,,01sep1987,7102,112909,3224,1987m9,.43874964,.036771208,,,,,
1987-10-01,,01oct1987,7227,113282,3241,1987m10,.46547669,.036494613,,,,,
1987-11-01,,01nov1987,7035,113505,3172,1987m11,.46581379,.036499828,,,,,
1987-12-01,,01dec1987,6936,113793,3178,1987m12,.44247404,.034823712,,,,,
1988-01-01,,01jan1988,6953,114016,3086,1988m1,.44311807,.034443237,,,,,
1988-02-01,,01feb1988,6929,114227,3057,1988m2,.44667339,.034289222,,,,,
1988-03-01,,01mar1988,6876,114037,3042,1988m3,.49185574,.036131214,,,,,
1988-04-01,,01apr1988,6601,114650,3107,1988m4,.44190276,.034651499,,,,,
1988-05-01,,01may1988,6779,114292,3095,1988m5,.49181294,.035979964,,,,,
1988-06-01,,01jun1988,6546,114927,3101,1988m6,.44897649,.033637304,,,,,
1988-07-01,,01jul1988,6605,115060,2998,1988m7,.44420892,.035439495,,,,,
1988-08-01,,01aug1988,6843,115282,3172,1988m8,.49554288,.036347527,,,,,
1988-09-01,,01sep1988,6604,115356,3152,1988m9,.47577226,.035329819,,,,,
1988-10-01,,01oct1988,6568,115638,3106,1988m10,.47624847,.035152521,,,,,
1988-11-01,,01nov1988,6537,116100,3097,1988m11,.45754933,.033192143,,,,,
1988-12-01,,01dec1988,6518,116104,2972,1988m12,.45750231,.035133142,,,,,
1989-01-01,,01jan1989,6682,116708,3146,1989m1,.52633941,.037142131,,,,,
1989-02-01,,01feb1989,6359,116776,3194,1989m2,.50259477,.034793351,,,,,
1989-03-01,,01mar1989,6205,117022,3042,1989m3,.45882353,.034488197,,,,,
1989-04-01,,01apr1989,6468,117097,3110,1989m4,.48623994,.03443592,,,,,
1989-05-01,,01may1989,6375,117099,3052,1989m5,.48643136,.037272047,,,,,
1989-06-01,,01jun1989,6577,117418,3303,1989m6,.49490649,.035908885,,,,,
1989-07-01,,01jul1989,6495,117472,3173,1989m7,.47328714,.034458529,,,,,
1989-08-01,,01aug1989,6511,117655,3090,1989m8,.48149285,.035978962,,,,,
1989-09-01,,01sep1989,6590,117354,3214,1989m9,.48224583,.036134057,,,,,
1989-10-01,,01oct1989,6630,117581,3218,1989m10,.47541478,.036226254,,,,,
1989-11-01,,01nov1989,6725,117912,3247,1989m11,.4956134,.036925282,,,,,
1989-12-01,,01dec1989,6667,117830,3275,1989m12,.46557671,.035276335,,,,,
1990-01-01,,01jan1990,6752,119081,3189,1990m1,.49229857,.035903145,,,,,
1990-02-01,,01feb1990,6651,119059,3223,1990m2,.4900015,.03566603,,,,,
1990-03-01,,01mar1990,6598,119203,3206,1990m3,.46529251,.035738155,,,,,
1990-04-01,,01apr1990,6797,118852,3269,1990m4,.46667647,.034207907,,,,,
1990-05-01,,01may1990,6742,119151,3117,1990m5,.48991397,.035025071,,,,,
1990-06-01,,01jun1990,6590,118983,3151,1990m6,.43839151,.034670781,,,,,
1990-07-01,,01jul1990,6922,118810,3221,1990m7,.44120196,.035852976,,,,,
1990-08-01,,01aug1990,7188,118802,3320,1990m8,.43127435,.035199225,,,,,
1990-09-01,,01sep1990,7368,118524,3280,1990m9,.44191095,.036248259,,,,,
1990-10-01,,01oct1990,7459,118536,3347,1990m10,.42056575,.03676961,,,,,
