date,urate,daten,vacancies,unemp,emp,st_unemp,mdate,frate,srate,qdate,avg_frate,avg_srate,u_ss
2006-02-01,4.8,01feb2006,4325,7184,143457,2577,2006m2,.38571826,.022963986,2006q1,.41190434,.030528704,.069001861
2006-03-01,4.7,01mar2006,4732,7072,143741,2659,2006m3,.37005091,.022749534,2006q1,.41190434,.030528704,.069001861
2006-04-01,4.7,01apr2006,4790,7120,143761,2665,2006m4,.37710676,.021816583,2006q2,.41190434,.030528704,.069001861
2006-05-01,4.6,01may2006,4463,6980,144089,2545,2006m5,.38452721,.023241641,2006q2,.41190434,.030528704,.069001861
2006-06-01,4.6,01jun2006,4614,7001,144353,2705,2006m6,.36380517,.023040809,2006q2,.41190434,.030528704,.069001861
2006-07-01,4.7,01jul2006,4394,7175,144202,2721,2006m7,.37449476,.022209793,2006q3,.41190434,.030528704,.069001861
2006-08-01,4.7,01aug2006,4710,7091,144625,2603,2006m8,.40219998,.022572091,2006q3,.41190434,.030528704,.069001861
2006-09-01,4.5,01sep2006,4737,6847,144815,2608,2006m9,.39959106,.022574764,2006q3,.41190434,.030528704,.069001861
2006-10-01,4.4,01oct2006,4591,6727,145314,2616,2006m10,.35171697,.020967057,2006q4,.41190434,.030528704,.069001861
2006-11-01,4.5,01nov2006,4645,6872,145534,2511,2006m11,.39377183,.022210738,2006q4,.41190434,.030528704,.069001861
2006-12-01,4.4,01dec2006,4620,6762,145970,2596,2006m12,.32638273,.020966204,2006q4,.41190434,.030528704,.069001861
2007-01-01,4.6,01jan2007,4763,7116,146028,2561,2007m1,.38827994,.021873223,2007q1,.41190434,.030528704,.069001861
2007-02-01,4.5,01feb2007,4699,6927,146057,2574,2007m2,.36133969,.019278191,2007q1,.41190434,.030528704,.069001861
2007-03-01,4.4,01mar2007,4962,6731,146320,2307,2007m3,.34719953,.020311138,2007q1,.41190434,.030528704,.069001861
2007-04-01,4.5,01apr2007,4689,6850,145586,2456,2007m4,.3719708,.020791648,2007q2,.41190434,.030528704,.069001861
2007-05-01,4.4,01may2007,4657,6766,145903,2464,2007m5,.34555128,.021136006,2007q2,.41190434,.030528704,.069001861
2007-06-01,4.6,01jun2007,4859,6979,146063,2551,2007m6,.33414531,.020565532,2007q2,.41190434,.030528704,.069001861
2007-07-01,4.7,01jul2007,4598,7149,145905,2502,2007m7,.37711567,.02207892,2007q3,.41190434,.030528704,.069001861
2007-08-01,4.6,01aug2007,4546,7067,145682,2614,2007m8,.34724778,.021239636,2007q3,.41190434,.030528704,.069001861
2007-09-01,4.7,01sep2007,4652,7170,146244,2557,2007m9,.34560668,.02103783,2007q3,.41190434,.030528704,.069001861
2007-10-01,4.7,01oct2007,4636,7237,145946,2545,2007m10,.36506841,.022169909,2007q4,.41190434,.030528704,.069001861
2007-11-01,4.7,01nov2007,4646,7240,146595,2645,2007m11,.31947514,.02206558,2007q4,.41190434,.030528704,.069001861
2007-12-01,5,01dec2007,4545,7645,146273,2718,2007m12,.32884237,.020896295,2007q4,.41190434,.030528704,.069001861
2008-01-01,5,01jan2008,4624,7685,146378,2554,2008m1,.36968121,.022234067,2008q1,.41190434,.030528704,.069001861
2008-02-01,4.9,01feb2008,4279,7497,146156,2653,2008m2,.33319995,.023176119,2008q1,.41190434,.030528704,.069001861
2008-03-01,5.1,01mar2008,4225,7822,146086,2823,2008m3,.34236768,.020589959,2008q1,.41190434,.030528704,.069001861
2008-04-01,5,01apr2008,4035,7637,146132,2493,2008m4,.32997251,.026863957,2008q2,.41190434,.030528704,.069001861
2008-05-01,5.4,01may2008,4194,8395,145908,3278,2008m5,.30649197,.022282803,2008q2,.41190434,.030528704,.069001861
2008-06-01,5.6,01jun2008,3830,8575,145737,2753,2008m6,.29061225,.022912556,2008q2,.41190434,.030528704,.069001861
2008-07-01,5.8,01jul2008,3749,8937,145532,2854,2008m7,.30826899,.026449934,2008q3,.41190434,.030528704,.069001861
2008-08-01,6.1,01aug2008,3674,9438,145203,3256,2008m8,.29582539,.023018673,2008q3,.41190434,.030528704,.069001861
2008-09-01,6.1,01sep2008,3222,9494,145076,2848,2008m9,.27280387,.025301836,2008q3,.41190434,.030528704,.069001861
2008-10-01,6.5,01oct2008,3377,10074,144802,3170,2008m10,.28499106,.026858693,2008q4,.41190434,.030528704,.069001861
2008-11-01,6.8,01nov2008,3231,10538,144100,3335,2008m11,.23790093,.02563815,2008q4,.41190434,.030528704,.069001861
2008-12-01,7.3,01dec2008,3146,11286,143369,3255,2008m12,.24384193,.027992845,2008q4,.41190434,.030528704,.069001861
2009-01-01,7.8,01jan2009,2738,12058,142152,3524,2009m1,.21645381,.027215214,2009q1,.41190434,.030528704,.069001861
2009-02-01,8.300000000000001,01feb2009,2864,12898,141640,3450,2009m2,.22770973,.027606571,2009q1,.41190434,.030528704,.069001861
2009-03-01,8.699999999999999,01mar2009,2534,13426,140707,3465,2009m3,.21681811,.026607556,2009q1,.41190434,.030528704,.069001861
2009-04-01,9,01apr2009,2295,13853,140656,3338,2009m4,.18768498,.025467515,2009q2,.41190434,.030528704,.069001861
2009-05-01,9.4,01may2009,2549,14499,140248,3246,2009m5,.20042762,.024676446,2009q2,.41190434,.030528704,.069001861
2009-06-01,9.5,01jun2009,2503,14707,140009,3114,2009m6,.22050723,.025182122,2009q2,.41190434,.030528704,.069001861
2009-07-01,9.5,01jul2009,2232,14601,139901,3137,2009m7,.18676803,.023179451,2009q3,.41190434,.030528704,.069001861
2009-08-01,9.6,01aug2009,2338,14814,139492,2940,2009m8,.17861483,.022364033,2009q3,.41190434,.030528704,.069001861
2009-09-01,9.800000000000001,01sep2009,2487,15009,138818,2841,2009m9,.19188488,.025681386,2009q3,.41190434,.030528704,.069001861
2009-10-01,10,01oct2009,2406,15352,138432,3223,2009m10,.19209224,.02250349,2009q4,.41190434,.030528704,.069001861
2009-11-01,9.9,01nov2009,2503,15219,138659,2816,2009m11,.19712202,.023033358,2009q4,.41190434,.030528704,.069001861
2009-12-01,9.9,01dec2009,2568,15098,138013,2879,2009m12,.1969135,.023476047,2009q4,.41190434,.030528704,.069001861
2010-01-01,9.800000000000001,01jan2010,2837,15046,138438,2921,2010m1,.18210821,.022307405,2010q1,.41190434,.030528704,.069001861
2010-02-01,9.800000000000001,01feb2010,2666,15113,138581,2807,2010m2,.17733078,.02192509,2010q1,.41190434,.030528704,.069001861
2010-03-01,9.9,01mar2010,2679,15202,138751,2769,2010m3,.1711617,.021477567,2010q1,.41190434,.030528704,.069001861
2010-04-01,9.9,01apr2010,3153,15325,139297,2725,2010m4,.21200652,.022267537,2010q2,.41190434,.030528704,.069001861
2010-05-01,9.6,01may2010,2988,14849,139241,2773,2010m5,.2059398,.021480605,2010q2,.41190434,.030528704,.069001861
2010-06-01,9.4,01jun2010,2801,14474,139141,2683,2010m6,.19123946,.022298798,2010q2,.41190434,.030528704,.069001861
2010-07-01,9.4,01jul2010,3082,14512,139179,2806,2010m7,.17468302,.021027705,2010q3,.41190434,.030528704,.069001861
2010-08-01,9.5,01aug2010,2999,14648,139438,2671,2010m8,.19716002,.022427803,2010q3,.41190434,.030528704,.069001861
2010-09-01,9.5,01sep2010,2918,14579,139396,2819,2010m9,.18643254,.02100441,2010q3,.41190434,.030528704,.069001861
2010-10-01,9.4,01oct2010,3235,14516,139119,2655,2010m10,.16168366,.022772707,2010q4,.41190434,.030528704,.069001861
2010-11-01,9.800000000000001,01nov2010,3211,15081,139044,2912,2010m11,.22717327,.021849817,2010q4,.41190434,.030528704,.069001861
2010-12-01,9.300000000000001,01dec2010,3058,14348,139301,2693,2010m12,.21055199,.021550765,2010q4,.41190434,.030528704,.069001861
2011-01-01,9.1,01jan2011,3104,14013,139250,2686,2011m1,.18996646,.01959157,2011q1,.41190434,.030528704,.069001861
2011-02-01,9,01feb2011,3226,13820,139394,2469,2011m2,.1894356,.020088611,2011q1,.41190434,.030528704,.069001861
2011-03-01,9,01mar2011,3261,13737,139639,2535,2011m3,.18686758,.022015609,2011q1,.41190434,.030528704,.069001861
2011-04-01,9.1,01apr2011,3259,13957,139586,2787,2011m4,.19846672,.02121933,2011q2,.41190434,.030528704,.069001861
2011-05-01,9,01may2011,3179,13855,139624,2668,2011m5,.20396969,.023392051,2011q2,.41190434,.030528704,.069001861
2011-06-01,9.1,01jun2011,3455,13962,139384,2933,2011m6,.20276465,.021013482,2011q2,.41190434,.030528704,.069001861
2011-07-01,9,01jul2011,3623,13763,139524,2632,2011m7,.18854901,.020970093,2011q3,.41190434,.030528704,.069001861
2011-08-01,9,01aug2011,3329,13818,139942,2650,2011m8,.18989724,.02174416,2011q3,.41190434,.030528704,.069001861
2011-09-01,9,01sep2011,3774,13948,140183,2754,2011m9,.21666189,.021344539,2011q3,.41190434,.030528704,.069001861
2011-10-01,8.800000000000001,01oct2011,3619,13594,140368,2668,2011m10,.20950419,.020339929,2011q4,.41190434,.030528704,.069001861
2011-11-01,8.6,01nov2011,3565,13302,140826,2556,2011m11,.21703503,.021331182,2011q4,.41190434,.030528704,.069001861
2011-12-01,8.5,01dec2011,3768,13093,140902,2678,2011m12,.21156344,.019635366,2011q4,.41190434,.030528704,.069001861
2012-01-01,8.300000000000001,01jan2012,3909,12797,141584,2474,2012m1,.20270376,.020513354,2012q1,.41190434,.030528704,.069001861
2012-02-01,8.300000000000001,01feb2012,3616,12813,141858,2610,2012m2,.21915242,.021438682,2012q1,.41190434,.030528704,.069001861
2012-03-01,8.199999999999999,01mar2012,3979,12713,142036,2708,2012m3,.2116731,.020660864,2012q1,.41190434,.030528704,.069001861
2012-04-01,8.199999999999999,01apr2012,3793,12646,141899,2624,2012m4,.20053773,.01997322,2012q2,.41190434,.030528704,.069001861
2012-05-01,8.199999999999999,01may2012,3835,12660,142206,2550,2012m5,.21445498,.021637144,2012q2,.41190434,.030528704,.069001861
2012-06-01,8.199999999999999,01jun2012,3911,12692,142391,2747,2012m6,.21257485,.02091836,2012q2,.41190434,.030528704,.069001861
2012-07-01,8.199999999999999,01jul2012,3735,12656,142292,2662,2012m7,.23459229,.022165306,2012q3,.41190434,.030528704,.069001861
2012-08-01,8.1,01aug2012,3809,12471,142291,2784,2012m8,.23205838,.020177914,2012q3,.41190434,.030528704,.069001861
2012-09-01,7.8,01sep2012,3882,12115,143044,2538,2012m9,.21675609,.020659996,2012q3,.41190434,.030528704,.069001861
2012-10-01,7.8,01oct2012,3775,12124,143431,2635,2012m10,.22591554,.020592732,2012q4,.41190434,.030528704,.069001861
2012-11-01,7.7,01nov2012,3878,12005,143333,2620,2012m11,.20516452,.021425866,2012q4,.41190434,.030528704,.069001861
2012-12-01,7.9,01dec2012,3970,12298,143330,2756,2012m12,.21198569,.021695351,2012q4,.41190434,.030528704,.069001861
2013-01-01,8,01jan2013,3923,12471,143292,2780,2013m1,.25932163,.02175401,2013q1,.41190434,.030528704,.069001861
2013-02-01,7.7,01feb2013,4004,11950,143362,2713,2013m2,.22786611,.019381503,2013q1,.41190434,.030528704,.069001861
2013-03-01,7.5,01mar2013,4076,11689,143316,2462,2013m3,.20669004,.019353332,2013q1,.41190434,.030528704,.069001861
2013-04-01,7.6,01apr2013,3988,11760,143635,2487,2013m4,.23639455,.021112015,2013q2,.41190434,.030528704,.069001861
2013-05-01,7.5,01may2013,4145,11654,143882,2674,2013m5,.22164063,.020947818,2013q2,.41190434,.030528704,.069001861
2013-06-01,7.5,01jun2013,4150,11751,143999,2680,2013m6,.24755339,.019758228,2013q2,.41190434,.030528704,.069001861
2013-07-01,7.3,01jul2013,3885,11335,144264,2493,2013m7,.2232907,.01931216,2013q3,.41190434,.030528704,.069001861
2013-08-01,7.2,01aug2013,4085,11279,144326,2475,2013m8,.23166947,.020406239,2013q3,.41190434,.030528704,.069001861
2013-09-01,7.2,01sep2013,4128,11270,144418,2604,2013m9,.26237801,.022499053,2013q3,.41190434,.030528704,.069001861
2013-10-01,7.2,01oct2013,4222,11136,143537,2823,2013m10,.24766523,.019155163,2013q4,.41190434,.030528704,.069001861
2013-11-01,6.9,01nov2013,4119,10787,144479,2409,2013m11,.25132105,.018428847,2013q4,.41190434,.030528704,.069001861
2013-12-01,6.7,01dec2013,4121,10404,144778,2328,2013m12,.25711265,.019601181,2013q4,.41190434,.030528704,.069001861
2014-01-01,6.6,01jan2014,4127,10202,145150,2473,2014m1,.21848658,.018376818,2014q1,.41190434,.030528704,.069001861
2014-02-01,6.7,01feb2014,4373,10349,145134,2376,2014m2,.23209973,.018964665,2014q1,.41190434,.030528704,.069001861
2014-03-01,6.7,01mar2014,4388,10380,145648,2433,2014m3,.29884392,.019566534,2014q1,.41190434,.030528704,.069001861
2014-04-01,6.2,01apr2014,4566,9702,145667,2424,2014m4,.25036076,.02029312,2014q2,.41190434,.030528704,.069001861
2014-05-01,6.3,01may2014,4747,9859,145825,2586,2014m5,.28562734,.019336125,2014q2,.41190434,.030528704,.069001861
2014-06-01,6.1,01jun2014,4982,9460,146247,2417,2014m6,.25930232,.020434313,2014q2,.41190434,.030528704,.069001861
2014-07-01,6.2,01jul2014,4846,9608,146399,2601,2014m7,.27362615,.020732818,2014q3,.41190434,.030528704,.069001861
2014-08-01,6.1,01aug2014,5349,9599,146530,2620,2014m8,.28148764,.018783733,2014q3,.41190434,.030528704,.069001861
2014-09-01,5.9,01sep2014,4914,9262,146778,2365,2014m9,.2986396,.019974189,2014q3,.41190434,.030528704,.069001861
2014-10-01,5.7,01oct2014,5012,8990,147427,2494,2014m10,.2640712,.019333957,2014q4,.41190434,.030528704,.069001861
2014-11-01,5.8,01nov2014,4843,9090,147404,2474,2014m11,.30176017,.018935207,2014q4,.41190434,.030528704,.069001861
2014-12-01,5.6,01dec2014,5130,8717,147615,2370,2014m12,.25524837,.018582691,2014q4,.41190434,.030528704,.069001861
2015-01-01,5.7,01jan2015,5344,8885,148145,2393,2015m1,.30140686,.01901143,2015q1,.41190434,.030528704,.069001861
2015-02-01,5.5,01feb2015,5466,8599,148045,2392,2015m2,.29398766,.019353312,2015q1,.41190434,.030528704,.069001861
2015-03-01,5.4,01mar2015,5210,8515,148128,2444,2015m3,.31485614,.021761339,2015q1,.41190434,.030528704,.069001861
2015-04-01,5.4,01apr2015,5598,8550,148511,2716,2015m4,.25578949,.019078543,2015q2,.41190434,.030528704,.069001861
2015-05-01,5.6,01may2015,5563,8834,148817,2471,2015m5,.32782432,.0185575,2015q2,.41190434,.030528704,.069001861
2015-06-01,5.3,01jun2015,5248,8247,148816,2309,2015m6,.321814,.020613361,2015q2,.41190434,.030528704,.069001861
2015-07-01,5.2,01jul2015,6056,8167,148830,2574,2015m7,.27525407,.016151531,2015q3,.41190434,.030528704,.069001861
2015-08-01,5.1,01aug2015,5467,7992,149181,2073,2015m8,.30643144,.018713765,2015q3,.41190434,.030528704,.069001861
2015-09-01,5,01sep2015,5488,7907,148826,2364,2015m9,.29809031,.018729636,2015q3,.41190434,.030528704,.069001861
2015-10-01,5,01oct2015,5773,7922,149246,2372,2015m10,.29083565,.018676059,2015q4,.41190434,.030528704,.069001861
2015-11-01,5.1,01nov2015,5708,8000,149463,2382,2015m11,.31150001,.019011898,2015q4,.41190434,.030528704,.069001861
2015-12-01,5,01dec2015,5845,7907,150128,2399,2015m12,.30934614,.017067583,2015q4,.41190434,.030528704,.069001861
2016-01-01,4.8,01jan2016,6012,7627,150653,2166,2016m1,.28320441,.017282682,2016q1,.41190434,.030528704,.069001861
2016-02-01,4.9,01feb2016,5770,7702,150939,2235,2016m2,.28044665,.018640121,2016q1,.41190434,.030528704,.069001861
2016-03-01,5,01mar2016,6129,7961,151218,2419,2016m3,.31252354,.020331001,2016q1,.41190434,.030528704,.069001861
2016-04-01,5.1,01apr2016,5803,8067,151074,2594,2016m4,.33209372,.017969875,2016q2,.41190434,.030528704,.069001861
2016-05-01,4.8,01may2016,5777,7652,151132,2264,2016m5,.30109775,.018663453,2016q2,.41190434,.030528704,.069001861
2016-06-01,4.9,01jun2016,5742,7744,151223,2396,2016m6,.29777893,.017116331,2016q2,.41190434,.030528704,.069001861
2016-07-01,4.8,01jul2016,5962,7641,151554,2203,2016m7,.28032979,.017534913,2016q3,.41190434,.030528704,.069001861
2016-08-01,4.9,01aug2016,5677,7784,151779,2285,2016m8,.3123073,.020300105,2016q3,.41190434,.030528704,.069001861
2016-09-01,5,01sep2016,5868,7953,151761,2600,2016m9,.32390293,.019137766,2016q3,.41190434,.030528704,.069001861
2016-10-01,4.9,01oct2016,5591,7811,151793,2434,2016m10,.34080145,.019090371,2016q4,.41190434,.030528704,.069001861
2016-11-01,4.7,01nov2016,5971,7553,151954,2404,2016m11,.31590095,.018397409,2016q4,.41190434,.030528704,.069001861
2016-12-01,4.7,01dec2016,5964,7521,152157,2354,2016m12,.32934451,.019071452,2016q4,.41190434,.030528704,.069001861
2017-01-01,4.7,01jan2017,5617,7468,152152,2424,2017m1,.3481521,.019981541,2017q1,.41190434,.030528704,.069001861
2017-02-01,4.6,01feb2017,5923,7379,152480,2511,2017m2,.35682341,.018575018,2017q1,.41190434,.030528704,.069001861
2017-03-01,4.4,01mar2017,5811,7073,153065,2327,2017m3,.32631132,.018143268,2017q1,.41190434,.030528704,.069001861
2017-04-01,4.4,01apr2017,6091,7089,153255,2324,2017m4,.31104529,.01634982,2017q2,.41190434,.030528704,.069001861
2017-05-01,4.4,01may2017,5826,7000,153069,2116,2017m5,.34971428,.018376328,2017q2,.41190434,.030528704,.069001861
2017-06-01,4.3,01jun2017,6305,6873,153318,2321,2017m6,.29914156,.015914273,2017q2,.41190434,.030528704,.069001861
2017-07-01,4.3,01jul2017,6238,6892,153569,2075,2017m7,.30005804,.017298812,2017q3,.41190434,.030528704,.069001861
2017-08-01,4.4,01aug2017,6276,7082,153503,2258,2017m8,.34919515,.017718777,2017q3,.41190434,.030528704,.069001861
2017-09-01,4.3,01sep2017,6320,6854,154286,2245,2017m9,.33265248,.016528772,2017q3,.41190434,.030528704,.069001861
2017-10-01,4.2,01oct2017,6408,6700,153609,2126,2017m10,.32895523,.017749207,2017q4,.41190434,.030528704,.069001861
2017-11-01,4.2,01nov2017,6271,6774,153805,2278,2017m11,.35119575,.017642349,2017q4,.41190434,.030528704,.069001861
2017-12-01,4.1,01dec2017,6336,6632,153904,2237,2017m12,.35931846,.01786878,2017q4,.41190434,.030528704,.069001861
2018-01-01,4,01jan2018,6589,6505,154493,2256,2018m1,.37033051,.019779759,2018q1,.41190434,.030528704,.069001861
2018-02-01,4.1,01feb2018,6578,6586,155259,2490,2018m2,.3720012,.018365141,2018q1,.41190434,.030528704,.069001861
2018-03-01,4,01mar2018,6818,6457,155303,2321,2018m3,.33498529,.016660107,2018q1,.41190434,.030528704,.069001861
2018-04-01,4,01apr2018,6903,6448,155362,2154,2018m4,.34444788,.015248247,2018q2,.41190434,.030528704,.069001861
2018-05-01,3.8,01may2018,6996,6188,155694,1961,2018m5,.3225598,.017260961,2018q2,.41190434,.030528704,.069001861
2018-06-01,4,01jun2018,7237,6446,155734,2254,2018m6,.34626123,.015212973,2018q2,.41190434,.030528704,.069001861
2018-07-01,3.8,01jul2018,7196,6173,156115,1959,2018m7,.36416653,.017558277,2018q3,.41190434,.030528704,.069001861
2018-08-01,3.8,01aug2018,7211,6167,155512,2242,2018m8,.35073781,.016071424,2018q3,.41190434,.030528704,.069001861
2018-09-01,3.7,01sep2018,7340,6065,155970,2061,2018m9,.30799669,.015407248,2018q3,.41190434,.030528704,.069001861
2018-10-01,3.8,01oct2018,7365,6230,156294,2033,2018m10,.3637239,.016954711,2018q4,.41190434,.030528704,.069001861
2018-11-01,3.8,01nov2018,7558,6132,156606,2168,2018m11,.30919766,.016186425,2018q4,.41190434,.030528704,.069001861
2018-12-01,3.9,01dec2018,7435,6379,156767,2143,2018m12,.35632545,.018255631,2018q4,.41190434,.030528704,.069001861
2019-01-01,4,01jan2019,7473,6458,156614,2352,2019m1,.40337566,.0181481,2019q1,.41190434,.030528704,.069001861
2019-02-01,3.8,01feb2019,7058,6122,156992,2269,2019m2,.35151911,.016970744,2019q1,.41190434,.030528704,.069001861
2019-03-01,3.8,01mar2019,7320,6166,156869,2196,2019m3,.36068764,.015212479,2019q1,.41190434,.030528704,.069001861
2019-04-01,3.6,01apr2019,7224,5898,156744,1956,2019m4,.34859276,.016171642,2019q2,.41190434,.030528704,.069001861
2019-05-01,3.6,01may2019,7295,5935,156868,2093,2019m5,.32148272,.014272386,2019q2,.41190434,.030528704,.069001861
2019-06-01,3.6,01jun2019,7147,5906,157123,1879,2019m6,.34202507,.016107114,2019q2,.41190434,.030528704,.069001861
2019-07-01,3.7,01jul2019,7080,5984,157488,2098,2019m7,.37867647,.017819447,2019q3,.41190434,.030528704,.069001861
2019-08-01,3.7,01aug2019,7142,5993,157780,2275,2019m8,.34456867,.014073833,2019q3,.41190434,.030528704,.069001861
2019-09-01,3.5,01sep2019,7100,5766,158249,1838,2019m9,.29621923,.014257018,2019q3,.41190434,.030528704,.069001861
2019-10-01,3.6,01oct2019,7417,5980,158356,1922,2019m10,.35367894,.01584167,2019q4,.41190434,.030528704,.069001861
2019-11-01,3.6,01nov2019,6896,5930,158504,2065,2019m11,.36475548,.016157856,2019q4,.41190434,.030528704,.069001861
2019-12-01,3.6,01dec2019,6741,5861,158772,2094,2019m12,,,2019q4,.41190434,.030528704,.069001861
